CNAM - CCAM version 78 applicable 01/02/2025,,,,,,,,,,
Code,,Texte,Activité,Phase,"Tarif
Secteur 1 / adhérent OPTAM/OPTAM-ACO
(en euro)","Tarif
Hors secteur 1 / hors adhérent OPTAM/OPTAM-ACO
(en euro)",Rembt. ss Cdtions,Accord Préalable,Exo. TM,Regroupement
"[F, P, S, U]",,Formation : spécifique à cet acte en plus de la formation initiale,,,,,,,,
ANQP002,,Enregistrement des potentiels évoqués somesthésiques cérébraux par stimulation des nerfs pudendaux [nerfs honteux],1,0,66.80,62.94,,,2,ATM
"[F, P, S, U]",,"Formation : spécifique à cet acte en plus de la formation initiale, sauf pour les neurologues",,,,,,,,
,,,,,,,,,,
01.01.09.04,,Autres potentiels évoqués,,,,,,,,
,,,,,,,,,,
AHQP004,,Enregistrement des potentiels moteurs par stimulation corticale et/ou spinale,1,0,74.72,67.53,,,2,ATM
,,"Formation : spécifique à cet acte en plus de la formation initiale, sauf pour les neurologues",,,,,,,,
ALQP001,,Enregistrement des potentiels évoqués cognitifs événementiels,1,0,Non pris en charge,Non pris en charge,,,2,ATM
ANQP005,,"Enregistrement des potentiels évoqués nociceptifs avec mesure des amplitudes et des latences des réponses corticales, par stimulation au laser",1,0,Non pris en charge,Non pris en charge,,,2,ATM
AZQP002,,"Enregistrement de potentiels évoqués, au lit du malade",1,0,97.57,79.17,,,2,ATM
"[F, P, S, U]",,Facturation : potentiels évoqués inscrits à la nomenclature,,,,,,,,
,,,,,,,,,,
01.01.10,,Endoscopie du système nerveux,,,,,,,,
,,,,,,,,,,
ACQC001,,"Exploration intracrânienne, par vidéochirurgie",1,0,Non pris en charge,Non pris en charge,,,1,ADC
,,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,anesthésie,4,0,,,,,1,ADA
,,,,,,,,,,
01.01.11,,"Ponction, biopsie et prélèvement du système nerveux",,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01.01.11.01,,Ponction de liquide cérébrospinal,,,,,,,,
,,,,,,,,,,
ABHB002,,"Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire",1,0,39.82,35.19,,,2,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
ABHB001,,"Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne",1,0,94.84,87.26,,,1,ATM
"[F, P, S, U]",,(ZZLP025),,,,,,,,
AFHB001,,"Ponction de liquide cérébrospinal, par voie infraoccipitale ou latérocervicale transcutanée [Ponction sousoccipitale]",1,0,65.05,44.18,,,2,ATM
"[F, P, S, U]",,,,,,,,,,
AFHB002,,"Ponction de liquide cérébrospinal, par voie lombale transcutanée [Ponction lombaire]",1,0,35.16,26.84,,,2,ATM
"[F, P, S, U]",,,,,,,,,,
,,,,,,,,,,
01.01.11.02,,Ponction et biopsie du système nerveux,,,,,,,,
,,,,,,,,,,
ACHH001,,"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage scanographique",1,0,104.50,104.50,,,1,ATM
"[F, J, K, T, P, S, U]",,(ZZLP025),,,,,,,,
ACHJ001,,"Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage remnographique [IRM]",1,0,104.50,104.50,,,1,ATM
"[F, J, K, T, P, S, U]",,(ZZLP025),,,,,,,,
ACHB001,,"Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique",1,0,522.50,522.50,,,1,ATM
"[A, J, K, T, 3]",,anesthésie,4,0,229.90,229.90,,,1,ADA
,,"(EZQH004, GELE001, YYYY105, YYYY189, YYYY300)",,,,,,,,
ACHA002,,"Biopsie de lésion intracrânienne, par craniotomie",1,0,236.02,207.12,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,130.49,130.49,,,1,ADA
,,"(ACQP002, GELE001, YYYY189)",,,,,,,,
ACHA003,,"Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale",1,0,223.91,223.91,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,141.37,141.37,,,1,ADA
,,(GELE001),,,,,,,,
ACHA001,,"Biopsie de lésion de la base du crâne, par abord transoral ou nasosphénoïdal",1,0,377.20,289.00,,,1,ADC
"[A, J, K, T, 3]",,anesthésie,4,0,202.81,202.81,,,1,ADA
,,"(ACQP002, GELE001)",,,,,,,,
AHHB001,,"Biopsie de nerf périphérique, par voie transcutanée",1,0,45.09,45.09,,,2,ATM
AHHA001,,"Biopsie de nerf périphérique, par abord direct",1,0,52.85,48.21,,,1,ADC
,,(ZZLP025),,,,,,,,
AHHA002,,"Biopsie neuromusculaire, par abord direct",1,0,67.33,56.61,,,1,ADC
,,(ZZLP025),,,,,,,,
,,,,,,,,,,
01.01.12,,Injection anesthésique au niveau du système nerveux à visée diagnostique,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01.01.12.01,,Injection au niveau du système nerveux central à visée diagnostique,,,,,,,,
,,Avec ou sans : pose de cathéter,,,,,,,,
,,,,,,,,,,
AGLB001,,"Injection péridurale [épidurale] d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique",1,0,67.29,63.22,,,2,ATM
,,,,,,,,,,
ANLB004,,"Injection intrathécale d'agent pharmacologique à visée antalgique, avec évaluation diagnostique et pronostique",1,0,57.60,57.60,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
01.01.12.02,,Infiltration de nerf crânien à visée diagnostique,,,,,,,,
,,,,,,,,,,
ADLH001,,"Infiltration anesthésique du ganglion trigéminal avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,45.94,38.40,,,2,ATM
,,,,,,,,,,
ADLH002,,"Infiltration anesthésique d'une branche de division du nerf trijumeau avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,14.23,9.60,,,2,ATM
,,,,,,,,,,
ADLH003,,"Infiltration anesthésique du nerf glossopharyngien avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,60.82,9.60,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
01.01.12.03,,Infiltration de nerf spinal [rachidien] à visée diagnostique,,,,,,,,
,,,,,,,,,,
AHLH001,,"Infiltration anesthésique de nerf spinal à son émergence rachidienne avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,43.35,19.20,,,2,ATM
,,,,,,,,,,
AHLH011,,"Infiltration anesthésique de branche dorsale de nerf spinal avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,33.64,19.20,,,2,ATM
,,"À l'exclusion de : infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique (AHLH008)",,,,,,,,
AHLH008,,"Infiltration anesthésique unilatérale ou bilatérale du nerf grand occipital [d'Arnold] avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,19.20,19.20,,,2,ATM
AHLB008,,"Infiltration anesthésique du plexus brachial, avec évaluation diagnostique et pronostique",1,0,56.29,40.71,,,2,ATM
,,,,,,,,,,
AHLH016,,"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,47.88,19.20,,,2,ATM
,,,,,,,,,,
AHLH005,,"Infiltration anesthésique du plexus lombosacral avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,34.16,19.20,,,2,ATM
,,,,,,,,,,
AHLB007,,"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, sans stimulodétection électrique",1,0,26.53,23.45,,,2,ATM
,,,,,,,,,,
AHLB017,,"Infiltration anesthésique de tronc nerveux superficiel avec évaluation diagnostique et pronostique, avec stimulodétection électrique",1,0,33.64,31.61,,,2,ATM
,,,,,,,,,,
AHLB005,,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, sans guidage",1,0,62.11,44.09,,,2,ATM
,,,,,,,,,,
AHLH009,,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,42.06,19.20,,,2,ATM
,,,,,,,,,,
AHLH020,,"Infiltration anesthésique de tronc nerveux profond avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,27.72,19.20,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
01.01.12.04,,Infiltration du système nerveux autonome à visée diagnostique,,,,,,,,
,,,,,,,,,,
AJLH004,,"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,19.20,19.20,,,2,ATM
AJLH012,,"Infiltration anesthésique du ganglion ptérygopalatin avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,19.20,19.20,,,2,ATM
AJLB002,,"Infiltration anesthésique du ganglion cervicothoracique [stellaire], avec évaluation diagnostique et pronostique",1,0,56.29,40.71,,,2,ATM
,,,,,,,,,,
AJLH014,,"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,69.88,28.80,,,2,ATM
,,,,,,,,,,
AJLH018,,"Infiltration anesthésique de la chaîne sympathique thoracique avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,50.99,28.80,,,2,ATM
,,,,,,,,,,
AJLJ001,,"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage échographique",1,0,63.41,28.80,,,2,ATM
,,,,,,,,,,
AJLH006,,"Infiltration anesthésique des nerfs splanchniques avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,28.80,28.80,,,2,ATM
AJLJ003,,"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage échographique",1,0,63.41,57.60,,,2,ATM
,,,,,,,,,,
AJLH007,,"Infiltration anesthésique du plexus cœliaque avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,78.29,57.60,,,2,ATM
,,,,,,,,,,
AJLH015,,"Infiltration anesthésique de la chaîne sympathique lombale avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,71.82,57.60,,,2,ATM
,,,,,,,,,,
AJLH001,,"Infiltration anesthésique de la chaîne sympathique lombale avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,57.60,57.60,,,2,ATM
,,,,,,,,,,
AJLH002,,"Infiltration anesthésique du plexus hypogastrique ou sacral avec évaluation diagnostique et pronostique, avec guidage radiologique",1,0,51.76,28.80,,,2,ATM
,,,,,,,,,,
AJLH010,,"Infiltration anesthésique du plexus hypogastrique ou sacral avec évaluation diagnostique et pronostique, avec guidage scanographique",1,0,28.80,28.80,,,2,ATM
,,,,,,,,,,
,,,,,,,,,,
01.01.13,,Tests neuropsychologiques,,,,,,,,
,,"Facturation : diagnostic initial, éventuel examen annuel de contrôle",,,,,,,,
,,,,,,,,,,
ALQP006,,Test d'évaluation d'un déficit cognitif,1,0,69.12,69.12,,,2,ATM
,,Selon les recommandations de la HAS en vigueur,,,,,,,,
ALQP002,,Test d'évaluation de l'efficience intellectuelle de l'enfant,1,0,69.12,69.12,,,2,ATM
,,Selon les recommandations de la HAS en vigueur,,,,,,,,
ALQP005,,Test d'évaluation de l'efficience intellectuelle de l'adulte,1,0,69.12,69.12,,,2,ATM
,,Selon les recommandations de la HAS en vigueur,,,,,,,,
ALQP003,,Test d'évaluation d'une dépression,1,0,69.12,69.12,,,2,ATM
,,Selon les recommandations de la HAS en vigueur,,,,,,,,
ALQP004,,Test d'évaluation des aspects psychopathologiques de la personnalité,1,0,69.12,69.12,,,2,ATM
,,Selon les recommandations de la HAS en vigueur,,,,,,,,
ZFQP002,,"Test d'évaluation et de catégorisation des déficiences, incapacités et désavantages sociaux",1,0,Non pris en charge,Non pris en charge,,,2,ATM
,,Évaluation selon la classification internationale de Wood,,,,,,,,
ZFQP003,,Test d'évaluation de la qualité de vie,1,0,Non pris en charge,Non pris en charge,,,2,ATM
,,,,,,,,,,
01.01.14,,Examen anatomopathologique du système nerveux,,,,,,,,
,,"Par structure anatomique, on entend : élément du corps humain, unitissulaire ou pluritissulaire, topographiquement délimité, constituant un ensemble organisé destiné à remplir un rôle déterminé ou une fonction. Il peut s'agir par exemple : 
– d'un organe : estomac, peau, muscle,
– d'une entité concourant à une finalité caractéristique : méninge, séreuse, 
– d'une région anatomique : médiastin, région rétropéritonéale",,,,,,,,
,,"Par pièce d'exérèse, on entend : exérèse partielle ou totale, monobloc ou en plusieurs fragments non différenciés par le préleveur, pour chaque structure anatomique",,,,,,,,
,,"Par berge, on entend : limite de la résection [incision].",,,,,,,,
,,"Par recoupe, on entend : exérèse supplémentaire effectuée par le préleveur, au-delà des berges de l'exérèse initiale
Avec ou sans : examen de berge",,,,,,,,
,,"Par groupe lymphonodal [ganglionnaire lymphatique], on entend : ensemble de nœuds [ganglions] lymphatiques non différenciés par le préleveur au cours d'un curage lymphonodal [ganglionnaire]",,,,,,,,
,,"L'examen anatomopathologique, inclut : l'examen macroscopique et microscopique de pièce d'exérèse",,,,,,,,
,,L'examen anatomopathologique d'un organe inclut : l'examen du feuillet viscéral de son éventuelle séreuse,,,,,,,,
,,"L'examen anatomopathologique de pièce d'exérèse inclut : l'échantillonnage, la fixation, l'inclusion, la préparation microscopique avec une coloration standard à base d'hémalun ou d'hématoxyline-éosine ou de phloxine avec ou sans safran, avec ou sans photographie, l'interprétation, les éventuels réexamens aux divers stades de réalisation, le compte rendu, le codage
Avec ou sans : – coloration spéciale
                             – coupes sériées
                             – empreinte par apposition cellulaire
                             – écrasis cellulaire",,,,,,,,
,,"Facturation :
– un seul acte peut être facturé que l'exérèse soit monobloc ou en fragments non différenciés par le préleveur, partielle ou totale, pour chaque structure anatomique",,,,,,,,
,,"La pièce d'exérèse pour examen anatomopathologique à visée carcinologique inclut :
– les structures anatomiques ayant un rapport de continuité ou de contiguïté [organes de voisinage] quel qu'en soit le nombre
– les éventuelles recoupes
– les nœuds [ganglions] lymphatiques ou groupes lymphonodaux [ganglionnaires lymphatiques] satellites non différenciés par le préleveur",,,,,,,,
,,"Par examen anatomopathologique à visée carcinologique, on entend : examen anatomopathologique de pièce d'exérèse de lésion présumée cancéreuse ou précancéreuse",,,,,,,,
,,"L'examen anatomopathologique à visée carcinologique, inclut : l'examen anatomopathologique de lésion cancéreuse de découverte fortuite lors de l'intervention ou de l'examen anatomopathologique
À l'exclusion de : examen anatomopathologique de lésion précancéreuse de découverte fortuite lors de l'examen anatomopathologique",,,,,,,,
,,"Coder éventuellement : 
– examen anatomopathologique de pièce d'exérèse d'une autre structure anatomique différenciée par le préleveur
– examen anatomopathologique de pièce d'exérèse de groupes lymphonodaux [ganglionnaires lymphatiques] différenciés par le préleveur ou de pièce de curage lymphonodal [ganglionnaire] ",,,,,,,,
,,,,,,,,,,
AZQX005,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse de tumeur de l'encéphale, de la moelle épinière, ou des méninges",1,0,92.09,92.09,,,5,ATM
,,,,,,,,,,
01.01.15,,Autres actes diagnostiques sur le système nerveux,,,,,,,,
,,,,,,,,,,
AZQP001,,Actimétrie de longue durée,1,0,Non pris en charge,Non pris en charge,,,2,ATM
,,,,,,,,,,
1.02,,ACTES THÉRAPEUTIQUES SUR LE SYSTÈME NERVEUX CENTRAL INTRACRÂNIEN,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01.02.01,,Actes thérapeutiques sur le cerveau,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01.02.01.01,,Destruction de tissu cérébral,,,,,,,,
,,,,,,,,,,
AANB001,,"Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique",1,0,704.67,704.67,,,1,ADC
"[A, J, K, T, 3]",,"Pallidotomie, thalamotomie, cingulotomie, tractotomie pédonculaire, par stéréotaxie",,,,,,,,
,,anesthésie,4,0,269.93,269.93,,,1,ADA
,,"(AAQP005, AGQP004, AGQP005, AGQP006, EZQH004, GELE001, YYYY105, YYYY189, YYYY300)",,,,,,,,
AANB741,,Destruction d'une ou de plusieurs cible(s) intracérébrale(s) à visée fonctionnelle par thermothérapie interstitielle au laser [LITT] par voie stéréotaxique avec monitorage remnographique [IRM],1,0,876.92,876.92,,,1,ADC
"[A, J, K, T, 3]",,"Facturation : 
- établissement de santé titulaire d’une autorisation spécifique pour la neurochirurgie stéréotaxique
- nécessité de deux praticiens sur site
",,,,,,,,
,,anesthésie,4,0,529.60,529.60,,,1,ADA
,,"(AAQP005, AGQP004, AGQP005, AGQP006, GELE001, YYYY125, YYYY189)",,,,,,,,
,,,,,,,,,,
01.02.01.02,,Section du tissu cérébral,,,,,,,,
,,,,,,,,,,
AAPA900,,"Déconnexion d'une zone épileptogène, par craniotomie",1,0,Non pris en charge,Non pris en charge,,,1,ADC
,,"Callosotomie fonctionnelle, par craniotomie",,,,,,,,
,,Avec ou sans : pose d'électrodes d'enregistrement électroencéphalographique,,,,,,,,
,,À l'exclusion de : transsections subpiales multiples,,,,,,,,
,,anesthésie,4,0,,,,,1,ADA
,,,,,,,,,,
01.02.01.03,,Exérèse de tissu cérébral,,,,,,,,
,,,,,,,,,,
AAFA007,,"Excision d'une zone épileptogène, par craniotomie",1,0,613.95,531.65,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,Avec ou sans : pose d'électrodes d'enregistrement électroencéphalographique,,,,,,,,
,,anesthésie,4,0,366.37,366.37,,,1,ADA
,,"(AAQP005, ACQP002, GELE001, YYYY189, ZZHA001)",,,,,,,,
AAFA004,,"Hémisphérectomie fonctionnelle, par craniotomie",1,0,862.57,862.57,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,anesthésie,4,0,442.84,442.84,,,1,ADA
,,"(AAQP005, ACQP002, GELE001, YYYY189, ZZHA001)",,,,,,,,
AAFA005,,"Exérèse de lésion du corps calleux, du fornix hypothalamique ou du septum pellucide, par craniotomie",1,0,690.70,663.95,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,anesthésie,4,0,385.95,385.95,,,1,ADA
,,"(ACQP002, AGMA001, AGQC001, GELE001, YYYY189, ZZHA001)",,,,,,,,
AAFA002,,"Exérèse de tumeur intraparenchymateuse du cerveau, par craniotomie",1,0,616.12,532.91,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,anesthésie,4,0,340.85,340.85,,,1,ADA
,,"(AAQP005, ACQP002, AGMA001, AGQP005, AGQP006, GELE001, YYYY189, ZZHA001)",,,,,,,,
AAFA006,,"Résection de parenchyme cérébral pour infarctus expansif, par craniotomie",1,0,418.00,418.00,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 3]",,anesthésie,4,0,306.33,306.33,,,1,ADA
,,"(GELE001, YYYY189, ZZHA001)",,,,,,,,
,,,,,,,,,,
01.02.01.04,,Évacuation de collection intracérébrale,,,,,,,,
,,,,,,,,,,
AAJH003,,"Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique",1,0,167.20,167.20,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,"À l'exclusion de : évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique (AAJH004)",,,,,,,,
,,anesthésie,4,0,128.99,128.99,,,1,ADA
,,"(ACQP002, GELE001)",,,,,,,,
AAJH001,,"Évacuation de collection intracérébrale, par voie transcrânienne avec guidage scanographique",1,0,167.20,167.20,,,1,ADC
"[A, F, J, K, T, P, S, U, 3]",,"À l'exclusion de : évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique (AAJH002)",,,,,,,,
